cust_id,gender,age_group,age,nationality,segment,duration,city,district,owns_house,owns_car,marital_status,no_of_kids,profession,profession_subclass,uses_branch,uses_CDM,uses_credit_card,uses_debit_card,uses_ATM,uses_mobile_and_online_banking,income,credit_score,no_of_branch_txn,no_of_cdm_txn,no_of_atm_txn,no_of_cc_txn,no_of_dc_txn,no_of_online_txn,max_txn_cat1,max_txn_cat2,max_txn_cat3,no_of_txn_cat1,no_of_txn_cat2,no_of_txn_cat3,amt_spent_cat1,amt_spent_cat2,amt_spent_cat3,total_no_of_txn,amt_in_sav_acc,max_amt_in_sav_acc,amt_in_curr_acc,max_amt_in_curr_acc,no_of_debits_sav_acc,no_of_debits_curr_acc,no_of_yearly_txn,credit_cards,loans,insurance,accounts_and_deposits
C11169,Female,30-39,39,Ugandan,Silver,7,Masindi,Masindi,0,1,Married,0,Lawyer,Advocate of High Court,0,0,0,0,1,1,2177605,790,1,1,15,2,3,12,Groceries,Entertainment,Domestic Airlines,30,12,12,77706,43114,38238,34,173863,483744,770172,982087,7,16,3,"['EasyEMI Card', 'MoneyBack Credit Card']","['construction loan', 'home loan', 'car loan']",['maternity insurance'],"['savings account', 'salary account']"
C11170,Male,50-59,53,Ugandan,Silver,1,Lugazi,Buikwe,1,0,Divorced,1,Lawyer,Magistrate Grade,0,0,0,1,1,1,2379730,824,1,1,30,2,18,9,Travel,Groceries,Home,24,18,6,76470,56904,37115,61,259233,438020,860823,921217,9,10,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'senior health insurance', 'retirement insurance']","['salary account', 'securities account']"
C11171,Female,>60,78,Ugandan,Silver,10,Mbarara,Mbarara,1,0,Married,0,Lawyer,Junior Partner,0,0,0,1,0,0,1499628,598,3,2,3,3,15,2,Hobby,Home,Domestic Airlines,24,9,6,77740,69754,20632,28,379093,410851,922478,936069,7,18,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C11172,Female,50-59,57,Other,Silver,5,Njeru,Buikwe,0,0,Widowed,0,Lawyer,C-Level Executive,0,0,1,1,1,0,1815076,687,2,2,15,24,30,2,Golf,Travel,Domestic Airlines,21,21,18,89631,89006,75926,75,321713,399832,18046,877173,7,14,7,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'senior health insurance', 'retirement insurance']","['savings account', 'fixed deposit']"
C11173,Male,40-49,48,Ugandan,Silver,5,Masindi,Masindi,1,0,Married,2,Lawyer,Advocate of High Court,0,0,0,1,0,0,1931090,742,1,3,3,1,21,2,Golf,Hobby,Entertainment,30,30,18,87996,87882,73858,31,265464,459853,164973,833334,6,16,2,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']",['medical insurance'],"['savings account', 'salary account']"
C11174,Female,>60,75,Ugandan,Silver,0,Lugazi,Buikwe,1,0,Married,0,Lawyer,Judge,0,0,1,0,0,0,1402068,705,3,3,3,30,2,2,Groceries,Entertainment,Dining,24,18,15,59098,37029,20575,43,387942,477879,272937,363066,10,20,3,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C11175,Male,50-59,58,Ugandan,Wealth,2,Mbale,Mbale,0,1,Divorced,0,Lawyer,Senior Legal Advisor,0,0,1,1,1,0,4518541,811,1,1,27,12,18,2,Home,Airlines,Entertainment,27,9,6,504995,302074,232783,61,140616,871254,964659,1483964,7,12,6,"['Diners Club Rewardz Credit Card', 'Superia Credit Card', 'Diners Club Black Credit Card', 'Diners ClubMiles Credit Card']","['home loan', 'car loan', 'health loan']","['medical insurance', 'senior health insurance', 'retirement insurance']","['savings account', 'fixed deposit', 'securities account']"
C11176,Male,20-29,21,Ugandan,Silver,2,Masaka,Masaka,0,0,Married,0,Lawyer,Law Student,1,0,0,1,0,0,1505242,615,12,3,3,1,15,3,Groceries,Ecommerce,Bills,24,9,6,84809,54052,25736,37,220577,441119,816513,973357,4,25,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['furniture loan', 'car loan']",['travel insurance'],"['savings account', 'term account', 'salary account']"
C11177,Female,20-29,27,Ugandan,Private,12,Kira Town,Wakiso,1,1,Single,0,Lawyer,Clerkship,0,0,0,1,1,0,626449,940,3,3,24,2,24,1,Lifestyle,Hobby,Gym,33,24,12,927445,401218,316447,57,252623,1413396,1003045,1052849,7,11,5,"['Walmart BankBuddy Signature', 'Corporate Premium Credit Card', 'Superia Credit Card', 'Visa Signature Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum']","['car loan', 'home loan', 'furniture loan']",['maternity insurance'],"['salary account', 'securities account']"
C11178,Male,50-59,55,Ugandan,Silver,9,Lugazi,Buikwe,1,0,Divorced,1,Lawyer,Self Employed,1,0,1,1,1,0,2265510,676,27,1,9,12,30,1,Home,Golf,Travel,15,12,6,97139,75654,63470,80,163393,423433,245920,876908,8,20,8,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['savings account', 'salary account']"
C11179,Male,>60,73,Ugandan,Silver,10,Kasese,Kasese,1,1,Divorced,2,Lawyer,Senior Legal Advisor,0,1,1,0,0,0,1025193,654,2,18,3,18,3,3,Golf,Domestic Airlines,Groceries,27,12,12,76781,60770,35196,47,304455,455252,632304,766279,6,20,4,"['Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C11180,Male,40-49,47,Ugandan,Private,10,Jinja,Jinja,0,0,Single,1,Lawyer,Public Service,0,0,1,1,1,0,1932697,852,2,2,45,18,27,1,Gym,Home,Hobby,42,15,12,259081,91553,53749,95,246732,416715,1132377,1198612,9,17,10,"['Infinite Credit Card', 'Walmart BankBuddy Signature', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Select Titanium', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['savings account', 'term account']"
C11181,Male,50-59,56,Ugandan,Silver,2,Njeru,Buikwe,1,1,Divorced,2,Lawyer,Private Practice,0,0,0,1,0,0,1671466,602,3,2,3,2,21,1,Home,Utilities,Entertainment,30,30,18,51181,38972,26186,32,318948,368600,543653,561538,6,18,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['car loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['salary account', 'fixed deposit']"
C11182,Male,20-29,27,Ugandan,Private,10,Masaka,Masaka,1,1,Married,1,Lawyer,Law Student,0,0,0,0,1,1,1060609,834,1,1,36,2,3,9,Home,Gym,Travel,36,21,21,200282,148560,56557,52,715728,1109697,717144,1085118,9,14,5,"['Infinite Credit Card', 'Corporate Premium Credit Card', 'Diners ClubMiles Credit Card', 'All Miles Credit Card']","['home loan', 'furniture loan', 'car loan']","['travel insurance', 'maternity insurance']","['salary account', 'securities account']"
C11183,Male,>60,81,Ugandan,Gold,13,Masaka,Masaka,0,1,Divorced,1,Lawyer,Corporate,0,0,0,0,1,0,4277138,936,3,1,27,2,1,1,Golf,Utilities,Dining,15,15,12,755606,593352,117335,35,948105,1146878,359691,956781,5,15,3,"['Emirates BankBuddy Bank Select Titanium', 'Total BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'SouthWest BankBuddy Bank Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'fixed deposit', 'securities account']"
C11184,Female,30-39,33,Ugandan,Silver,13,Mubende,Mubende,0,0,Single,1,Lawyer,Clerkship,0,0,1,0,1,1,1402415,683,3,2,21,21,2,18,Home,Entertainment,Groceries,27,18,18,87402,49656,27037,67,110845,302419,969411,986351,10,13,6,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']",['device cover insurance'],"['salary account', 'fixed deposit', 'securities account']"
C11185,Female,50-59,56,Ugandan,Silver,8,Mubende,Mubende,1,1,Divorced,3,Lawyer,C-Level Executive,0,0,0,1,0,0,2225513,825,1,3,3,3,12,1,Domestic Airlines,Utilities,Bills,21,21,18,78736,70901,26340,23,184289,237097,653956,670347,7,19,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']",['home loan'],"['medical insurance', 'retirement insurance', 'health insurance']","['term account', 'fixed deposit', 'securities account']"
C11186,Female,50-59,52,Ugandan,Silver,9,Hoima,Hoima,0,0,Divorced,3,Lawyer,Public Service,0,1,0,0,0,0,1782809,794,3,21,1,3,2,2,Utilities,Travel,Bills,30,15,12,81037,48636,33229,32,400718,466559,530204,592327,10,10,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['car loan', 'health loan']","['medical insurance', 'senior health insurance', 'health insurance']","['savings account', 'fixed deposit']"
C11187,Male,20-29,23,Ugandan,Silver,9,Mbale,Mbale,0,0,Single,1,Lawyer,Internship Legal Officer,1,0,1,0,0,0,1502520,552,21,1,2,24,3,1,Groceries,Fuel,Ecommerce,24,21,9,80446,72721,23465,52,478920,486194,996377,996972,6,27,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['furniture loan', 'car loan']","['travel insurance', 'education insurance']","['salary account', 'fixed deposit']"
C11188,Male,20-29,25,Ugandan,Silver,3,Masindi,Masindi,1,0,Married,0,Lawyer,Internship Legal Officer,0,1,1,1,1,0,1132796,542,2,21,9,27,15,1,Gym,Dining,Travel,15,12,6,78146,51241,32533,75,208380,484750,962276,969772,8,24,8,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'car loan']","['device cover insurance', 'education insurance']","['salary account', 'securities account']"
C11189,Female,>60,75,Ugandan,Silver,1,Nansana,Wakiso,1,0,Widowed,3,Lawyer,Junior Partner,1,0,0,0,1,0,2009837,793,30,1,27,1,3,3,Travel,Hobby,Utilities,27,12,6,91603,77129,61495,65,440999,465620,751838,889446,5,11,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']",['health loan'],['senior health insurance'],"['savings account', 'no minimum balance']"
C11190,Female,40-49,46,Ugandan,Private,10,Hoima,Hoima,1,1,Single,2,Lawyer,Private Practice,1,1,0,0,1,0,1280884,807,30,30,27,2,2,1,Airlines,Travel,Dining,39,24,15,322804,38693,23841,92,1121534,1495546,1114128,1342993,5,17,9,"['Infinite Credit Card', 'Walmart BankBuddy Signature', 'Diners ClubMiles Credit Card', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['furniture loan', 'health loan']","['travel insurance', 'health insurance']","['savings account', 'term account', 'salary account']"
C11191,Female,>60,77,Ugandan,Gold,9,Mbale,Mbale,1,1,Widowed,2,Lawyer,C-Level Executive,1,0,0,0,1,0,4919247,843,30,1,18,2,2,2,Dining,Golf,Hobby,15,15,15,556616,324596,196549,55,335397,855797,208000,1087840,5,10,5,"['SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Bankbuddy Women Credit Card', 'Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Select Titanium']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['savings account', 'no minimum balance']"
C11192,Female,40-49,49,Ugandan,Silver,6,Gulu,Gulu,0,0,Single,0,Lawyer,Private Practice,0,0,0,1,1,0,2907395,518,3,3,15,3,30,2,Hobby,Golf,Bills,30,24,6,80141,62913,42288,56,202082,340018,787777,908337,9,19,5,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'furniture loan']","['travel insurance', 'health insurance']","['salary account', 'fixed deposit']"
C11193,Female,>60,66,Ugandan,Private,9,Ssabagabo,Wakiso,1,1,Married,2,Lawyer,Private Practice,0,0,0,1,1,0,1062315,783,2,2,39,2,27,3,Utilities,Hobby,Lifestyle,42,21,9,429604,375162,240041,75,322739,1346551,419076,1127121,6,11,7,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Corporate Premium Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Select Titanium']",['health loan'],"['medical insurance', 'senior health insurance']",['savings account']
C11194,Male,30-39,37,Ugandan,Silver,10,Kira Town,Wakiso,1,0,Married,0,Lawyer,Advocate of High Court,0,0,0,1,0,0,2725000,808,1,3,2,3,12,3,Home,Bills,Golf,15,12,9,78829,32746,28003,24,139753,420503,828809,942996,6,16,1,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'All Miles Credit Card']","['construction loan', 'car loan']","['travel insurance', 'maternity insurance']","['term account', 'salary account', 'securities account']"
C11195,Male,20-29,28,Ugandan,Silver,8,Kampala,Kampala,1,1,Married,2,Lawyer,Clerkship,1,0,1,0,0,0,1588591,740,24,1,3,24,3,2,Ecommerce,Dining,Travel,24,24,12,73328,72090,36690,57,485790,499569,642390,800084,5,28,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['education loan', 'car loan']","['travel insurance', 'device cover insurance']","['salary account', 'fixed deposit', 'securities account']"
C11196,Male,30-39,31,Ugandan,Gold,5,Hoima,Hoima,1,1,Divorced,0,Lawyer,Advocate of High Court,0,0,0,0,1,0,2740079,753,3,1,21,3,3,2,Entertainment,Home,Utilities,30,15,6,846324,320344,309089,33,877375,989537,601782,866479,6,16,2,"['Walmart BankBuddy Signature', 'Bankbuddy Women Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']","['construction loan', 'car loan']","['device cover insurance', 'maternity insurance']","['savings account', 'fixed deposit', 'securities account']"
C11197,Male,50-59,59,Ugandan,Silver,0,Lira,Lira,0,0,Married,3,Lawyer,Magistrate Grade,0,0,0,0,0,0,1377136,705,1,3,2,3,1,3,Domestic Airlines,Bills,Golf,21,9,9,55749,42826,20091,13,338824,454964,783913,902388,9,16,0,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'retirement insurance', 'health insurance']","['salary account', 'term account', 'fixed deposit']"
C11198,Male,50-59,52,Ugandan,Silver,9,Mityana,Mityana,1,0,Divorced,0,Lawyer,Magistrate Grade,1,0,0,1,0,0,1375255,840,9,1,2,1,30,3,Golf,Hobby,Entertainment,30,30,30,53458,32959,26478,46,397723,455482,287222,349255,7,15,4,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']",['health loan'],"['senior health insurance', 'retirement insurance', 'health insurance']","['term account', 'fixed deposit']"
C11199,Male,30-39,32,Ugandan,Silver,9,Mukono Town,Mukono,1,0,Married,3,Lawyer,Clerkship,0,0,1,1,0,0,1919861,715,1,3,2,24,21,2,Home,Groceries,Travel,27,9,6,99756,86482,48551,53,400909,492443,481649,668605,8,10,5,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['construction loan', 'home loan', 'car loan']","['travel insurance', 'health insurance']","['savings account', 'salary account']"
C11200,Male,<20,18,Other,Silver,10,Mityana,Mityana,1,0,Single,0,Lawyer,Law Student,0,0,0,1,1,0,19954,315,1,1,15,1,9,2,Entertainment,Train,Travel,15,6,6,37748,24761,13443,29,62438,193539,42523,391769,4,5,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['student loan', 'laptop loan']",['education insurance'],"['savings account', 'term account']"
C11201,Female,>60,64,Ugandan,Silver,2,Hoima,Hoima,1,1,Widowed,3,Lawyer,Private Practice,0,0,0,0,1,1,2180827,769,2,3,24,1,1,9,Travel,Bills,Utilities,18,15,6,92167,44499,30109,40,176654,235810,73348,252440,6,10,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']",['health loan'],"['medical insurance', 'health insurance']","['savings account', 'no minimum balance', 'securities account']"
C11202,Male,20-29,22,Ugandan,Gold,1,Masindi,Masindi,0,1,Single,1,Lawyer,Clerkship,0,1,1,1,0,1,1623412,703,2,18,1,18,18,9,Fuel,Dining,Travel,30,21,12,104863,53605,42206,66,690800,944051,321429,979257,6,28,7,"['Costco BankBuddy Credit Card', 'Bankbuddy Women Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']","['home loan', 'education loan', 'car loan']",['travel insurance'],"['savings account', 'salary account']"
C11203,Female,30-39,38,Ugandan,Silver,10,Ssabagabo,Wakiso,1,1,Married,2,Lawyer,Clerkship,0,0,0,1,0,0,1285347,767,1,2,1,1,21,3,Home,Domestic Airlines,Golf,30,9,9,53316,40226,33846,29,173992,246972,13605,954565,9,16,2,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['construction loan', 'home loan', 'furniture loan']","['travel insurance', 'device cover insurance']","['term account', 'salary account']"
C11204,Female,30-39,36,Ugandan,Silver,6,Mbarara,Mbarara,1,0,Divorced,0,Lawyer,Clerkship,0,0,0,1,0,0,1127993,696,1,3,1,2,9,2,Home,Golf,Groceries,27,24,6,54845,45881,39499,18,406493,415146,539425,708070,6,18,1,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['construction loan', 'furniture loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account', 'securities account']"
C11205,Male,40-49,40,Ugandan,Silver,10,Jinja,Jinja,0,0,Divorced,1,Lawyer,Advocate of High Court,1,0,1,1,1,0,2116324,598,9,2,9,9,24,3,Domestic Airlines,Entertainment,Bills,21,12,12,64291,40828,23671,56,432648,443437,758708,888845,6,11,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'medical insurance']",['securities account']
C11206,Male,30-39,32,Ugandan,Gold,10,Mityana,Mityana,0,1,Divorced,1,Lawyer,Advocate of High Court,0,0,0,0,1,0,3465491,944,2,1,30,2,1,2,Travel,Uber,Hobby,27,9,9,691400,629685,394416,38,646845,1292984,92485,1375324,7,18,3,"['SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']","['construction loan', 'car loan', 'furniture loan']","['travel insurance', 'maternity insurance']","['salary account', 'securities account']"
C11207,Male,50-59,55,Ugandan,Silver,6,Lira,Lira,1,1,Married,0,Lawyer,Partner,0,1,0,1,1,0,2183536,532,1,15,27,1,12,1,Domestic Airlines,Entertainment,Dining,24,24,21,77691,42505,37279,57,297020,324908,625269,707519,9,20,6,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['travel insurance', 'senior health insurance', 'health insurance']","['savings account', 'salary account', 'fixed deposit']"
C11208,Female,40-49,44,Ugandan,Gold,1,Jinja,Jinja,0,0,Single,0,Lawyer,Advocate of High Court,0,0,0,1,1,0,4999334,777,3,2,27,1,27,3,Groceries,Utilities,Bills,27,12,12,486753,120635,49235,63,412725,1192443,1382356,1425390,10,15,6,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['home loan', 'health loan']","['travel insurance', 'medical insurance']","['fixed deposit', 'securities account']"
C11209,Female,40-49,41,Ugandan,Silver,9,Kasese,Kasese,1,0,Divorced,1,Lawyer,Corporate,0,0,0,1,1,0,2258522,831,3,3,30,2,30,2,Hobby,Travel,Bills,15,12,9,53921,52189,20236,70,473828,491262,729384,784473,8,10,6,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']",['home loan'],"['medical insurance', 'health insurance']","['salary account', 'securities account']"
C11210,Female,50-59,54,Ugandan,Gold,9,Mbarara,Mbarara,0,0,Divorced,3,Lawyer,C-Level Executive,0,1,1,0,1,0,4558975,696,1,12,27,15,1,2,Home,Uber,Travel,18,15,9,601041,516700,482768,58,1092185,1276892,911698,1295489,7,13,6,"['Costco BankBuddy Credit Card', 'Walmart BankBuddy Signature', 'Total BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Select Titanium']",['health loan'],"['medical insurance', 'senior health insurance', 'travel insurance']","['savings account', 'salary account', 'securities account']"
